"site","date","temp"
"D",2020-12-13,6.15875
"E",2020-12-13,8.1775625
"A",2020-12-14,8.328125
"B",2020-12-14,6.140625
"C",2020-12-14,6.279375
"D",2020-12-14,6.215625
"E",2020-12-14,8.08627083333333
"A",2020-12-15,8.181875
"B",2020-12-15,6.135
"C",2020-12-15,6.15125
"D",2020-12-15,6.161875
"E",2020-12-15,8.20483333333333
"A",2020-12-16,7.99
"B",2020-12-16,6.343125
"C",2020-12-16,6.206875
"D",2020-12-16,6.17625
"E",2020-12-16,8.170375
"A",2020-12-17,7.83125
"B",2020-12-17,6.316875
"C",2020-12-17,6.27125
"D",2020-12-17,6.318125
"E",2020-12-17,8.24275
"A",2020-12-18,7.693125
"B",2020-12-18,6.49875
"C",2020-12-18,6.74
"D",2020-12-18,6.188125
"E",2020-12-18,8.34308333333333
"A",2020-12-19,7.544375
"B",2020-12-19,6.543125
"C",2020-12-19,7.50125
"D",2020-12-19,6.07
"E",2020-12-19,8.46710416666667
"A",2020-12-20,7.619375
"B",2020-12-20,6.501875
"C",2020-12-20,7.184375
"D",2020-12-20,6.088125
"E",2020-12-20,8.44708333333333
"A",2020-12-21,7.530625
"B",2020-12-21,6.683125
"C",2020-12-21,7.1325
"D",2020-12-21,6.10625
"E",2020-12-21,8.5188125
"A",2020-12-22,7.671875
"B",2020-12-22,6.78625
"C",2020-12-22,7.16125
"D",2020-12-22,6.1775
"E",2020-12-22,8.514375
"A",2020-12-23,7.394375
"B",2020-12-23,6.766875
"C",2020-12-23,7.275
"D",2020-12-23,6.16125
"E",2020-12-23,8.48245833333333
"A",2020-12-24,7.756875
"B",2020-12-24,6.338125
"C",2020-12-24,7.088125
"D",2020-12-24,6.115
"E",2020-12-24,8.4390625
"A",2020-12-25,7.915
"B",2020-12-25,5.585
"C",2020-12-25,6.8275
"D",2020-12-25,5.969375
"E",2020-12-25,8.3074375
"A",2020-12-26,7.92125
"B",2020-12-26,5.014375
"C",2020-12-26,6.543125
"D",2020-12-26,5.754375
"E",2020-12-26,8.10645833333333
"A",2020-12-27,7.739375
"B",2020-12-27,5.180625
"C",2020-12-27,6.310625
"D",2020-12-27,5.28625
"E",2020-12-27,7.93585416666667
"A",2020-12-28,7.226875
"B",2020-12-28,5.088125
"C",2020-12-28,6.4375
"D",2020-12-28,4.76875
"E",2020-12-28,7.87389583333333
"A",2020-12-29,6.89125
"B",2020-12-29,4.551875
"C",2020-12-29,6.551875
"D",2020-12-29,4.766875
"E",2020-12-29,7.83985416666667
"A",2020-12-30,6.660625
"B",2020-12-30,5.078125
"C",2020-12-30,6.33625
"D",2020-12-30,5.37875
"E",2020-12-30,7.7764375
"A",2020-12-31,6.848125
"B",2020-12-31,5.086875
"C",2020-12-31,6.065625
"D",2020-12-31,5.428125
"E",2020-12-31,7.80014583333333
"A",2021-01-01,6.988125
"B",2021-01-01,5.01625
"C",2021-01-01,5.97875
"D",2021-01-01,5.37
"E",2021-01-01,7.76389583333333
"A",2021-01-02,7.016875
"B",2021-01-02,4.8675
"C",2021-01-02,5.745
"D",2021-01-02,5.341875
"E",2021-01-02,7.68835416666667
"A",2021-01-03,6.949375
"B",2021-01-03,4.58625
"C",2021-01-03,5.326875
"D",2021-01-03,5.278125
"E",2021-01-03,7.63710416666667
"A",2021-01-04,6.6175
"B",2021-01-04,4.444375
"C",2021-01-04,5.22125
"D",2021-01-04,5.22625
"E",2021-01-04,7.58158333333333
"A",2021-01-05,6.20875
"B",2021-01-05,4.48875
"C",2021-01-05,5.060625
"D",2021-01-05,5.213125
"E",2021-01-05,7.54327083333333
"A",2021-01-06,6.26
"B",2021-01-06,3.970625
"C",2021-01-06,4.7175
"D",2021-01-06,5.176875
"E",2021-01-06,7.50020833333333
"A",2021-01-07,6.1425
"B",2021-01-07,2.931875
"C",2021-01-07,4.48375
"D",2021-01-07,5.028125
"E",2021-01-07,7.428375
"A",2021-01-08,6.204375
"B",2021-01-08,3.149375
"C",2021-01-08,4.77125
"D",2021-01-08,4.04875
"E",2021-01-08,7.2876875
"A",2021-01-09,5.7225
"B",2021-01-09,3.379375
"C",2021-01-09,4.65625
"D",2021-01-09,3.55125
"E",2021-01-09,7.13777083333333
"A",2021-01-10,5.740625
"B",2021-01-10,3.433125
"C",2021-01-10,4.2275
"D",2021-01-10,3.50125
"E",2021-01-10,7.16016666666667
"A",2021-01-11,5.506875
"B",2021-01-11,3.27375
"C",2021-01-11,4.03875
"D",2021-01-11,3.60625
"E",2021-01-11,7.115
"A",2021-01-12,5.476875
"B",2021-01-12,3.1875
"C",2021-01-12,4.016875
"D",2021-01-12,3.220625
"E",2021-01-12,7.067375
"A",2021-01-13,5.453125
"B",2021-01-13,3.131875
"C",2021-01-13,4.0525
"D",2021-01-13,3.56
"E",2021-01-13,6.95710416666667
"A",2021-01-14,5.601875
"B",2021-01-14,3.289375
"C",2021-01-14,4.011875
"D",2021-01-14,3.08125
"E",2021-01-14,6.61572916666667
"A",2021-01-15,5.515625
"B",2021-01-15,3.314375
"C",2021-01-15,4.153125
"D",2021-01-15,2.97875
"E",2021-01-15,6.52133333333333
"A",2021-01-16,5.184375
"B",2021-01-16,3.2525
"C",2021-01-16,4.080625
"D",2021-01-16,3.423125
"E",2021-01-16,6.40966666666667
"A",2021-01-17,4.941875
"B",2021-01-17,3.301875
"C",2021-01-17,4.014375
"D",2021-01-17,3.6525
"E",2021-01-17,6.43045833333333
"A",2021-01-18,5.168125
"B",2021-01-18,3.368125
"C",2021-01-18,3.906875
"D",2021-01-18,3.783125
"E",2021-01-18,6.451125
"A",2021-01-19,5.113125
"B",2021-01-19,3.53125
"C",2021-01-19,3.830625
"D",2021-01-19,4.04875
"E",2021-01-19,6.35108333333333
"A",2021-01-20,5.11875
"B",2021-01-20,3.285625
"C",2021-01-20,3.808125
"D",2021-01-20,4.719375
"E",2021-01-20,6.25327083333333
"A",2021-01-21,5.273125
"B",2021-01-21,3.208125
"C",2021-01-21,3.7275
"D",2021-01-21,4.234375
"E",2021-01-21,6.217875
"A",2021-01-22,5.37625
"B",2021-01-22,3.188125
"C",2021-01-22,3.638125
"D",2021-01-22,3.7375
"E",2021-01-22,6.25316666666667
"A",2021-01-23,4.944375
"B",2021-01-23,3.36125
"C",2021-01-23,3.64125
"D",2021-01-23,2.920625
"E",2021-01-23,6.1011875
"A",2021-01-24,4.893125
"B",2021-01-24,3.54
"C",2021-01-24,3.545625
"D",2021-01-24,3.093125
"E",2021-01-24,6.05383333333333
"A",2021-01-25,4.855625
"B",2021-01-25,3.805625
"C",2021-01-25,3.3425
"D",2021-01-25,3.515625
"E",2021-01-25,6.0445
"A",2021-01-26,4.5275
"B",2021-01-26,3.750625
"C",2021-01-26,3.295625
"D",2021-01-26,3.650625
"E",2021-01-26,5.91116666666667
"A",2021-01-27,4.85375
"B",2021-01-27,2.633125
"C",2021-01-27,3.119375
"D",2021-01-27,3.58625
"E",2021-01-27,5.87752083333333
"A",2021-01-28,4.5125
"B",2021-01-28,1.860625
"C",2021-01-28,2.90375
"D",2021-01-28,3.6
"E",2021-01-28,5.77014583333333
"A",2021-01-29,4.155
"B",2021-01-29,2.27
"C",2021-01-29,2.9025
"D",2021-01-29,3.4725
"E",2021-01-29,5.77152083333333
"A",2021-01-30,4.47125
"B",2021-01-30,2.193125
"C",2021-01-30,2.621875
"D",2021-01-30,3.54875
"E",2021-01-30,5.8773125
"A",2021-01-31,4.485
"B",2021-01-31,1.944375
"C",2021-01-31,2.48375
"D",2021-01-31,4.78625
"E",2021-01-31,5.87391666666667
"A",2021-02-01,4.51625
"B",2021-02-01,1.68625
"C",2021-02-01,2.3125
"D",2021-02-01,4.465625
"E",2021-02-01,5.382
"A",2021-02-02,4.203125
"B",2021-02-02,1.538125
"C",2021-02-02,2.0875
"D",2021-02-02,4.900625
"E",2021-02-02,5.50729166666667
"A",2021-02-03,4.36
"B",2021-02-03,1.52625
"C",2021-02-03,2.125625
"D",2021-02-03,4.1425
"E",2021-02-03,5.42052083333333
"A",2021-02-04,4.06625
"B",2021-02-04,1.310625
"C",2021-02-04,2.04125
"D",2021-02-04,4.036875
"E",2021-02-04,5.26589583333333
"A",2021-02-05,3.75125
"B",2021-02-05,1.34875
"C",2021-02-05,2.0225
"D",2021-02-05,4.38375
"E",2021-02-05,5.0775625
"A",2021-02-06,3.2075
"B",2021-02-06,1.366875
"C",2021-02-06,2.053125
"D",2021-02-06,4.739375
"E",2021-02-06,4.9106875
"A",2021-02-07,3.34875
"B",2021-02-07,1.42625
"C",2021-02-07,2.129375
"D",2021-02-07,4.035
"E",2021-02-07,5.07341666666667
"A",2021-02-08,3.451875
"B",2021-02-08,1.719375
"C",2021-02-08,1.891875
"D",2021-02-08,3.483125
"E",2021-02-08,5.1668125
"A",2021-02-09,3.855
"B",2021-02-09,1.718125
"C",2021-02-09,1.86375
"D",2021-02-09,3.24125
"E",2021-02-09,4.5245
"A",2021-02-10,3.636875
"B",2021-02-10,1.8925
"C",2021-02-10,1.86625
"D",2021-02-10,3.296875
"E",2021-02-10,4.6319375
"A",2021-02-11,3.378125
"B",2021-02-11,2.0675
"C",2021-02-11,1.8225
"D",2021-02-11,3.32125
"E",2021-02-11,4.43145833333333
"A",2021-02-12,3.7025
"B",2021-02-12,2.228125
"C",2021-02-12,1.804375
"D",2021-02-12,3.381875
"E",2021-02-12,3.95208333333333
"A",2021-02-13,4.27375
"B",2021-02-13,1.81375
"C",2021-02-13,1.835625
"D",2021-02-13,3.6925
"E",2021-02-13,3.82410416666667
"A",2021-02-14,3.655625
"B",2021-02-14,1.073125
"C",2021-02-14,1.950625
"D",2021-02-14,3.485625
"E",2021-02-14,3.58547916666667
"A",2021-02-15,3.303125
"B",2021-02-15,1.05375
"C",2021-02-15,1.61875
"D",2021-02-15,3.535625
"E",2021-02-15,3.44360416666667
"A",2021-02-16,3.16125
"B",2021-02-16,0.983125
"C",2021-02-16,1.538125
"D",2021-02-16,3.1525
"E",2021-02-16,4.09754166666667
"A",2021-02-17,3.383125
"B",2021-02-17,1.045625
"C",2021-02-17,1.495
"D",2021-02-17,3.1
"E",2021-02-17,4.11483333333333
"A",2021-02-18,2.77125
"B",2021-02-18,1.1075
"C",2021-02-18,1.495
"D",2021-02-18,3.439375
"E",2021-02-18,3.87295833333333
"A",2021-02-19,2.471875
"B",2021-02-19,1.025625
"C",2021-02-19,1.529375
"D",2021-02-19,4.274375
"E",2021-02-19,3.7346875
"A",2021-02-20,2.61875
"B",2021-02-20,0.371875
"C",2021-02-20,1.510625
"D",2021-02-20,4.103125
"E",2021-02-20,3.573125
"A",2021-02-21,2.48875
"B",2021-02-21,0.754375
"C",2021-02-21,1.586875
"D",2021-02-21,2.7825
"E",2021-02-21,2.9283125
"A",2021-02-22,2.088125
"B",2021-02-22,0.951875
"C",2021-02-22,1.505
"D",2021-02-22,2.513125
"E",2021-02-22,3.12033333333333
"A",2021-02-23,2.43
"B",2021-02-23,1.1325
"C",2021-02-23,1.4875
"D",2021-02-23,2.41625
"E",2021-02-23,3.54927083333333
"A",2021-02-24,2.409375
"B",2021-02-24,1.4175
"C",2021-02-24,1.643125
"D",2021-02-24,2.249375
"E",2021-02-24,3.73466666666667
"A",2021-02-25,2.955
"B",2021-02-25,2.213125
"C",2021-02-25,2.2725
"D",2021-02-25,2.543125
"E",2021-02-25,3.88091666666667
"A",2021-02-26,3.59625
"B",2021-02-26,2.42875
"C",2021-02-26,2.71125
"D",2021-02-26,2.9125
"E",2021-02-26,4.22329166666667
"A",2021-02-27,3.8025
"B",2021-02-27,2.478125
"C",2021-02-27,3.071875
"D",2021-02-27,2.570625
"E",2021-02-27,4.8070625
"A",2021-02-28,3.686875
"B",2021-02-28,2.45375
"C",2021-02-28,3.009375
"D",2021-02-28,2.479375
"E",2021-02-28,5.05475
"A",2021-03-01,3.713125
"C",2021-03-01,3.04625
"D",2021-03-01,3.0925
"E",2021-03-01,4.79802083333333
"A",2021-03-02,4.6275
"C",2021-03-02,2.82125
"D",2021-03-02,2.9225
"E",2021-03-02,4.83047916666667
"A",2021-03-03,5.4275
"B",2021-03-03,4.152
"C",2021-03-03,2.520625
"D",2021-03-03,2.72
"E",2021-03-03,5.21308333333333
"A",2021-03-04,6.006875
"B",2021-03-04,4.14625
"C",2021-03-04,2.61
"D",2021-03-04,2.641875
"E",2021-03-04,5.54670833333333
"A",2021-03-05,6.39
"B",2021-03-05,3.8525
"C",2021-03-05,2.49875
"D",2021-03-05,2.386875
"E",2021-03-05,5.68347916666667
"A",2021-03-06,5.908125
"B",2021-03-06,3.74125
"C",2021-03-06,2.435
"D",2021-03-06,2.17125
"E",2021-03-06,5.72166666666667
"A",2021-03-07,5.715625
"B",2021-03-07,3.59375
"C",2021-03-07,2.32125
"D",2021-03-07,2.3725
"E",2021-03-07,5.7275
"A",2021-03-08,5.86625
"B",2021-03-08,3.41625
"C",2021-03-08,2.4575
"D",2021-03-08,2.493125
"E",2021-03-08,5.62141666666667
"A",2021-03-09,5.975625
"B",2021-03-09,3.24375
"C",2021-03-09,2.505
"D",2021-03-09,2.78
"E",2021-03-09,5.38846428571429
"A",2021-03-10,6.01
"B",2021-03-10,2.77875
"C",2021-03-10,2.1525
"D",2021-03-10,2.886875
"A",2021-03-11,6.35875
"B",2021-03-11,2.64625
"C",2021-03-11,2.196875
"D",2021-03-11,2.83875
"A",2021-03-12,6.15
"B",2021-03-12,2.46625
"C",2021-03-12,2.3475
"D",2021-03-12,2.645
"A",2021-03-13,5.664375
"B",2021-03-13,2.64625
"C",2021-03-13,2.455
"D",2021-03-13,2.548125
"A",2021-03-14,5.426875
"B",2021-03-14,2.965
"C",2021-03-14,2.3575
"D",2021-03-14,2.25
"A",2021-03-15,5.36375
"B",2021-03-15,3.16375
"C",2021-03-15,2.406875
"D",2021-03-15,2.189375
"A",2021-03-16,5.30875
"B",2021-03-16,3.38125
"C",2021-03-16,2.445
"D",2021-03-16,2.26375
"A",2021-03-17,5.165625
"B",2021-03-17,3.5
"C",2021-03-17,2.5125
"D",2021-03-17,2.325625
"A",2021-03-18,5.194375
"B",2021-03-18,3.29375
"C",2021-03-18,2.45375
"D",2021-03-18,2.3525
"A",2021-03-19,5.276875
"B",2021-03-19,2.315
"C",2021-03-19,2.44
"D",2021-03-19,2.30625
"A",2021-03-20,5.2375
"B",2021-03-20,2.8125
"C",2021-03-20,2.3775
"D",2021-03-20,2.151875
"A",2021-03-21,4.8
"B",2021-03-21,3.665
"C",2021-03-21,2.675625
"D",2021-03-21,1.95875
"A",2021-03-22,4.601875
"B",2021-03-22,3.7875
"C",2021-03-22,2.805
"D",2021-03-22,2.096875
"A",2021-03-23,4.639375
"B",2021-03-23,4.035
"C",2021-03-23,2.874375
"D",2021-03-23,2.225
"A",2021-03-24,4.46875
"B",2021-03-24,4.48
"C",2021-03-24,2.805625
"D",2021-03-24,2.440625
"A",2021-03-25,4.818125
"B",2021-03-25,4.91375
"C",2021-03-25,2.81875
"D",2021-03-25,2.57875
"A",2021-03-26,5.308125
"B",2021-03-26,5.3675
"C",2021-03-26,2.930625
"D",2021-03-26,2.62125
"A",2021-03-27,5.336875
"B",2021-03-27,5.31875
"C",2021-03-27,3.105
"D",2021-03-27,2.724375
"A",2021-03-28,5.58466666666667
"B",2021-03-28,5.25571428571429
"C",2021-03-28,3.16928571428571
"D",2021-03-28,2.833125
"A",2021-03-29,5.77125
"B",2021-03-29,5.505
"C",2021-03-29,3.254375
"D",2021-03-29,2.95625
"A",2021-03-30,5.826875
"B",2021-03-30,5.80375
"C",2021-03-30,3.501875
"D",2021-03-30,3.105625
"A",2021-03-31,5.849375
"B",2021-03-31,6.37
"C",2021-03-31,3.844375
"D",2021-03-31,3.2475
"A",2021-04-01,6.0525
"B",2021-04-01,6.575
"C",2021-04-01,3.64375
"D",2021-04-01,3.364375
"A",2021-04-02,6.248125
"B",2021-04-02,6.45875
"C",2021-04-02,3.863125
"D",2021-04-02,3.451875
"A",2021-04-03,6.313125
"B",2021-04-03,6.40875
"C",2021-04-03,3.906875
"D",2021-04-03,3.645625
"A",2021-04-04,6.343125
"B",2021-04-04,6.195
"C",2021-04-04,4.035625
"D",2021-04-04,3.86875
"A",2021-04-05,6.325
"B",2021-04-05,6.205
"C",2021-04-05,4.128125
"D",2021-04-05,4.23125
"A",2021-04-06,6.40125
"B",2021-04-06,6.00125
"C",2021-04-06,4.2225
"D",2021-04-06,4.3175
"A",2021-04-07,6.38375
"B",2021-04-07,6.29875
"C",2021-04-07,4.44
"D",2021-04-07,4.066875
"A",2021-04-08,6.30375
"B",2021-04-08,6.37
"C",2021-04-08,4.244375
"D",2021-04-08,3.916875
"A",2021-04-09,6.086875
"B",2021-04-09,6.12625
"C",2021-04-09,4.234375
"D",2021-04-09,3.964375
"A",2021-04-10,6.1175
"B",2021-04-10,6.47625
"C",2021-04-10,4.215625
"D",2021-04-10,4.034375
"A",2021-04-11,6.083125
"B",2021-04-11,6.395
"C",2021-04-11,4.31125
"D",2021-04-11,4.05625
"A",2021-04-12,6.049375
"B",2021-04-12,5.995
"C",2021-04-12,4.3975
"D",2021-04-12,4.124375
"A",2021-04-13,6.07375
"B",2021-04-13,5.9025
"C",2021-04-13,4.54875
"D",2021-04-13,4.16125
"A",2021-04-14,5.965
"B",2021-04-14,6.30125
"C",2021-04-14,4.635625
"D",2021-04-14,4.189375
"A",2021-04-15,5.94875
"B",2021-04-15,6.22625
"C",2021-04-15,4.698125
"D",2021-04-15,4.214375
"A",2021-04-16,5.9225
"B",2021-04-16,6.32375
"C",2021-04-16,4.87125
"D",2021-04-16,4.485
"A",2021-04-17,5.75625
"B",2021-04-17,6.59375
"C",2021-04-17,4.91
"D",2021-04-17,4.456875
"A",2021-04-18,5.951875
"B",2021-04-18,6.64625
"C",2021-04-18,5.24375
"D",2021-04-18,4.551875
"A",2021-04-19,6.005625
"B",2021-04-19,6.815
"C",2021-04-19,5.386875
"D",2021-04-19,4.71875
"A",2021-04-20,6.043125
"C",2021-04-20,5.7975
"D",2021-04-20,5.041875
"A",2021-04-21,6.055625
"C",2021-04-21,5.984375
"D",2021-04-21,4.840625
"A",2021-04-22,6.17875
"B",2021-04-22,9.344
"C",2021-04-22,6.380625
"D",2021-04-22,4.988125
"A",2021-04-23,6.378125
"B",2021-04-23,8.34
"C",2021-04-23,6.355
"D",2021-04-23,5.2075
"A",2021-04-24,6.29625
"B",2021-04-24,7.33125
"C",2021-04-24,6.324375
"D",2021-04-24,5.206875
"A",2021-04-25,6.240625
"B",2021-04-25,7.3125
"C",2021-04-25,6.181875
"D",2021-04-25,5.200625
"A",2021-04-26,6.265
"B",2021-04-26,7.645
"C",2021-04-26,6.07875
"D",2021-04-26,5.179375
"A",2021-04-27,6.141875
"B",2021-04-27,7.70375
"C",2021-04-27,6.026875
"D",2021-04-27,5.14125
"A",2021-04-28,6.09875
"B",2021-04-28,8.4325
"C",2021-04-28,5.79125
"D",2021-04-28,5.09625
"A",2021-04-29,5.991875
"B",2021-04-29,8.50625
"D",2021-04-29,5.06875
"A",2021-04-30,6.015
"B",2021-04-30,8.255
"D",2021-04-30,5.09
"A",2021-05-01,6.04625
"B",2021-05-01,8.33875
"D",2021-05-01,5.130625
"A",2021-05-02,6.1425
"B",2021-05-02,9.32375
"D",2021-05-02,5.183125
"A",2021-05-03,6.099375
"B",2021-05-03,9.5425
"D",2021-05-03,5.253125
"A",2021-05-04,6.221875
"B",2021-05-04,9.88375
"D",2021-05-04,5.32875
"A",2021-05-05,6.3025
"B",2021-05-05,8.98625
"D",2021-05-05,5.428125
"A",2021-05-06,6.556875
"B",2021-05-06,7.63
"D",2021-05-06,5.493125
"A",2021-05-07,6.415625
"B",2021-05-07,7.89875
"D",2021-05-07,5.470625
"A",2021-05-08,6.338125
"B",2021-05-08,8.61125
"D",2021-05-08,5.42875
"A",2021-05-09,6.503125
"B",2021-05-09,8.99
"D",2021-05-09,5.444375
"A",2021-05-10,6.514375
"B",2021-05-10,9.05125
"D",2021-05-10,5.508125
"A",2021-05-11,6.600625
"B",2021-05-11,9.7975
"D",2021-05-11,5.61
"A",2021-05-12,6.903125
"B",2021-05-12,11.25625
"D",2021-05-12,5.783125
"A",2021-05-13,7.31375
"B",2021-05-13,12.3225
"D",2021-05-13,6.106875
"A",2021-05-14,7.589375
"B",2021-05-14,13.41
"D",2021-05-14,6.3025
"A",2021-05-15,7.81
"B",2021-05-15,12.91875
"D",2021-05-15,6.63625
"A",2021-05-16,8.15625
"B",2021-05-16,12.9325
"D",2021-05-16,6.7275
"A",2021-05-17,8.469375
"B",2021-05-17,13.0475
"D",2021-05-17,6.716875
"A",2021-05-18,8.484375
"B",2021-05-18,12.78125
"D",2021-05-18,6.67875
"A",2021-05-19,9.161875
"B",2021-05-19,13.11875
"D",2021-05-19,6.789375
"A",2021-05-20,9.6575
"B",2021-05-20,13.955
"D",2021-05-20,6.98125
"A",2021-05-21,9.633125
"B",2021-05-21,13.90125
"D",2021-05-21,7.13125
"A",2021-05-22,9.649375
"B",2021-05-22,13.88375
"D",2021-05-22,7.170625
"A",2021-05-23,9.836875
"B",2021-05-23,13.31125
"D",2021-05-23,7.115625
"A",2021-05-24,9.81
"B",2021-05-24,12.91875
"D",2021-05-24,7.05625
"A",2021-05-25,9.85571428571428
"B",2021-05-25,13.53875
"D",2021-05-25,6.94
"B",2021-05-26,13.335
"E",2021-07-14,15.8715
"E",2021-07-15,15.6546041666667
"E",2021-07-16,15.7467291666667
"E",2021-07-17,15.8413541666667
"E",2021-07-18,15.8969375
"E",2021-07-19,15.9001666666667
"E",2021-07-20,15.8601875
"E",2021-07-21,15.8041458333333
"E",2021-07-22,15.7502916666667
"E",2021-07-23,15.7221458333333
"E",2021-07-24,15.6870625
"E",2021-07-25,15.6557916666667
"E",2021-07-26,15.6608125
"E",2021-07-27,15.7233541666667
"E",2021-07-28,15.9401458333333
"E",2021-07-29,15.9875
"E",2021-07-30,15.9737291666667
"E",2021-07-31,15.9435625
"E",2021-08-01,15.825125
"E",2021-08-02,15.824
"E",2021-08-03,15.7920833333333
"E",2021-08-04,15.7154583333333
"E",2021-08-05,15.637
"E",2021-08-06,15.6617291666667
"E",2021-08-07,15.9106875
"E",2021-08-08,16.2530833333333
"E",2021-08-09,16.2534166666667
"E",2021-08-10,16.0860833333333
"E",2021-08-11,16.0293333333333
"E",2021-08-12,16.0396875
"E",2021-08-13,16.4049375
"E",2021-08-14,16.297125
"E",2021-08-15,15.9698125
"E",2021-08-16,15.9306875
"E",2021-08-17,15.6712708333333
"E",2021-08-18,15.5325208333333
"E",2021-08-19,15.3061875
"E",2021-08-20,15.1422291666667
"E",2021-08-21,14.87875
"E",2021-08-22,14.8406458333333
"E",2021-08-23,14.6497083333333
"E",2021-08-24,14.627375
"E",2021-08-25,14.762625
"E",2021-08-26,14.6155
"E",2021-08-27,14.137
"E",2021-08-28,14.1565
"E",2021-08-29,14.3287083333333
"E",2021-08-30,14.4823333333333
"E",2021-08-31,14.2908125
"E",2021-09-01,14.2153333333333
"E",2021-09-02,14.4030833333333
"E",2021-09-03,14.3528958333333
"E",2021-09-04,13.9846875
"E",2021-09-05,13.4494791666667
"E",2021-09-06,13.0759583333333
"E",2021-09-07,13.3479375
"E",2021-09-08,14.0174166666667
"E",2021-09-09,14.485
"E",2021-09-10,14.5578541666667
"E",2021-09-11,15.0375833333333
"E",2021-09-12,15.5451666666667
"E",2021-09-13,15.5935
"E",2021-09-14,15.4631666666667
"E",2021-09-15,15.1601875
"E",2021-09-16,14.7904375
"E",2021-09-17,14.5589791666667
"E",2021-09-18,14.1240833333333
"E",2021-09-19,13.9236458333333
"E",2021-09-20,13.4604166666667
"E",2021-09-21,13.0786041666667
"E",2021-09-22,12.925375
"E",2021-09-23,13.083125
"E",2021-09-24,13.156625
"E",2021-09-25,13.1393958333333
"E",2021-09-26,12.9335208333333
"E",2021-09-27,12.9471666666667
"E",2021-09-28,13.2100416666667
"E",2021-09-29,13.153625
"E",2021-09-30,13.0344583333333
"E",2021-10-01,12.8990208333333
"E",2021-10-02,12.8588333333333
"E",2021-10-03,12.9037708333333
"E",2021-10-04,12.9770833333333
"E",2021-10-05,12.899625
"E",2021-10-06,12.7264583333333
"E",2021-10-07,12.6076875
"E",2021-10-08,12.2986666666667
"E",2021-10-09,12.1259375
"E",2021-10-10,11.989875
"E",2021-10-11,11.7941666666667
"E",2021-10-12,11.5325625
"E",2021-10-13,11.1447916666667
"E",2021-10-14,11.0241041666667
"E",2021-10-15,11.4083125
"E",2021-10-16,11.3375833333333
"E",2021-10-17,11.2275416666667
"E",2021-10-18,11.1383333333333
"E",2021-10-19,11.2905416666667
"E",2021-10-20,11.6584791666667
"E",2021-10-21,11.7544583333333
"E",2021-10-22,11.5961875
"E",2021-10-23,11.4205416666667
"E",2021-10-24,11.2832916666667
"E",2021-10-25,11.2998541666667
"E",2021-10-26,11.4283958333333
"E",2021-10-27,11.4460833333333
"E",2021-10-28,11.508375
"E",2021-10-29,11.5355416666667
"E",2021-10-30,11.5015208333333
"E",2021-10-31,11.494625
"E",2021-11-01,11.5277708333333
"E",2021-11-02,11.554625
"E",2021-11-03,11.466
"E",2021-11-04,11.39325
"E",2021-11-05,11.3333333333333
"E",2021-11-06,11.3786458333333
"E",2021-11-07,11.4405833333333
"E",2021-11-08,11.4048958333333
"E",2021-11-09,11.369625
"E",2021-11-10,11.3845
"E",2021-11-11,11.409375
"E",2021-11-12,12.3323928571429
